문서 번호,(구)파일명,확장자,이동 상태,최종 업로드일,담당자(부서),권한 정보,용량(MB),용량(MB),용량(KB),용량,Folder Path,,,,,,,,,,,,,,,,,,,,,
DOC00215,0416_[빌리프] 해피 보 토탈 젤 워시 5ml_누끼컷_Q 출고데이터.png,.png,,2024. 4. 16,,,0.62,0.62,637.31,652601,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\Y23 해피보 브레이브보\토탈 젤 워시\견본\,,,,,,,,,,,,,,,,,,,,,
DOC00216,0416_[빌리프] 해피 보 토탈 젤 워시 5ml_누끼컷_Q 출고데이터.psd,.psd,,2024. 4. 16,,,3.76,3.76,3852.08,3944529,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\Y23 해피보 브레이브보\토탈 젤 워시\견본\,,,,,,,,,,,,,,,,,,,,,
DOC00217,[52100001]-belif-basic-eucalyptusherbalextracttoner-200ml-01.jpg,.jpg,,2021. 6. 9,,,0.58,0.58,589.73,603886,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00218,[52100001]-belif-basic-eucalyptusherbalextracttoner-200ml-01.png,.png,,2021. 2. 24,,,4.66,4.66,4768.86,4883315,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00219,[52100003]-belif-basic-witchhazelherbalextracttoner-200ml-01.jpg,.jpg,,2022. 2. 11,,,1.38,1.38,1412.89,1446795,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00220,[52100003]-belif-basic-witchhazelherbalextracttoner-200ml-01.png,.png,,2021. 2. 24,,,4.90,4.90,5012.77,5133075,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00221,[52100023]-belif-basic-oilcontrolmoisturizerfresh-125ml-01.jpg,.jpg,,2021. 6. 9,,,0.54,0.54,556.33,569677,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00222,[52100023]-belif-basic-oilcontrolmoisturizerfresh-125ml-01.png,.png,,2021. 2. 24,,,3.76,3.76,3855.12,3947639,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00223,[52100024]-belif-basic-milkymoisturehbalancing-125ml-01.jpg,.jpg,,2021. 6. 9,,,0.59,0.59,608.98,623593,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00224,[52100024]-belif-basic-milkymoisturehbalancing-125ml-01.png,.png,,2021. 2. 24,,,5.22,5.22,5348.90,5477278,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00225,[52100025]-belif-basic-creamymoistureizerdeepmoist125ml-01.jpg,.jpg,,2021. 6. 9,,,0.78,0.78,799.47,818661,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00226,[52100025]-belif-basic-creamymoistureizerdeepmoist125ml-01.png,.png,,2021. 2. 24,,,4.00,4.00,4098.43,4196793,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00227,[52100357]-belif-basic-hungarianwateressencemoisturebinder-75ml-01.jpg,.jpg,,2021. 6. 9,,,0.47,0.47,479.96,491481,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00228,[52100357]-belif-basic-hungarianwateressencemoisturebinder-75ml-01.png,.png,,2021. 2. 24,,,2.96,2.96,3026.77,3099410,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00229,[52100435]-belif-basic-hungarianwateressence-75ml-01.jpg,.jpg,,2021. 6. 9,,,0.90,0.90,925.75,947970,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00230,[52100435]-belif-basic-hungarianwateressence-75ml-01.png,.png,,2021. 2. 24,,,2.82,2.82,2891.39,2960787,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00231,[52101539]-belif-basic-bergamotherbalextracttoner-200ml-01.jpg,.jpg,,2021. 6. 9,,,0.81,0.81,826.41,846244,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00232,[52101539]-belif-basic-bergamotherbalextracttoner-200ml-01.png,.png,,2021. 2. 24,,,5.47,5.47,5605.70,5740233,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\,,,,,,,,,,,,,,,,,,,,,
DOC00233,[52101613]-belif-numero10-numero10mist-150ml-01.jpg,.jpg,,2022. 2. 11,,,4.19,4.19,4291.06,4394047,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\뉴메로-numero\,,,,,,,,,,,,,,,,,,,,,
DOC00234,[52101613]-belif-numero10-numero10mist-150ml-01.png,.png,,2021. 2. 24,,,10.11,10.11,10351.22,10599652,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\뉴메로-numero\,,,,,,,,,,,,,,,,,,,,,
DOC00235,[52101617]-belif-numero10-numero10essence-75ml-01.png,.png,,2021. 2. 24,,,14.79,14.79,15148.44,15512007,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\뉴메로-numero\,,,,,,,,,,,,,,,,,,,,,
DOC00236,[52101618]-belif-numero10-numero10essence-125ml.png,.png,,2022. 5. 18,,,18.71,18.71,19161.83,19621713,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\뉴메로-numero\,,,,,,,,,,,,,,,,,,,,,
DOC00237,52100001 빌리프 유칼립투스 익스트랙트토너200.png,.png,,2021. 2. 24,,,4.66,4.66,4768.86,4883315,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00238,52100003 빌리프 위치헤이즐 익스트랙트토너200.png,.png,,2021. 2. 24,,,4.90,4.90,5012.77,5133075,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00239,52100023 빌리프 오일컨트롤 모이스처후레쉬125.png,.png,,2021. 2. 24,,,3.76,3.76,3855.12,3947639,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00240,52100024 빌리프 밀키 모이스처H밸런싱125.png,.png,,2021. 2. 24,,,5.22,5.22,5348.90,5477278,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00241,52100025 빌리프 크리미 모이스처딥모이스트125.png,.png,,2021. 2. 24,,,4.00,4.00,4098.43,4196793,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00242,52100357 빌리프 헝가리언에센스M바인더75.png,.png,,2021. 2. 24,,,2.96,2.96,3026.77,3099410,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00243,52100435 빌리프 헝가리언 워터에센스75(GB).png,.png,,2021. 2. 24,,,2.82,2.82,2891.39,2960787,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00244,52101539 빌리프 베르가못 익스트랙트토너200_Y20.png,.png,,2021. 2. 24,,,5.47,5.47,5605.70,5740233,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00245,[52100436]-belif-classic-creamultimate-50ml-01.jpg,.jpg,,2022. 2. 11,,,3.81,3.81,3905.54,3999270,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00246,[52100436]-belif-classic-creamultimate-50ml-01.png,.png,,2021. 2. 24,,,10.43,10.43,10678.73,10935022,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00247,[52100445]-belif-classic-esssenceincrement-50ml-01.jpg,.jpg,,2021. 6. 9,,,8.66,8.66,8865.41,9078182,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00248,[52100445]-belif-classic-esssenceincrement-50ml-01.png,.png,,2021. 2. 24,,,8.56,8.56,8769.57,8980043,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\베이직-basic\클래식-classic\,,,,,,,,,,,,,,,,,,,,,
DOC00249,[52101802]-belif-superknights-vitaminmask-75ml-01.jpg,.jpg,,2023. 5. 23,,,0.62,0.62,639.63,654979,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00250,[52101802]-belif-superknights-vitaminmask-75ml-02.png,.png,,2023. 5. 23,,,5.98,5.98,6119.00,6265854,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00251,[52101802]-belif-superknights-vitaminmask-75ml-03.jpg,.jpg,,2023. 5. 23,,,0.65,0.65,667.08,683089,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00252,[52101802]-belif-superknights-vitaminmask-75ml-04.jpg,.jpg,,2023. 5. 23,,,0.29,0.29,294.05,301108,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00253,[52101803]-belif-superknights-soothingmask-75ml-01.jpg,.jpg,,2023. 5. 23,,,0.60,0.60,612.85,627559,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00254,[52101803]-belif-superknights-soothingmask-75ml-02.png,.png,,2023. 5. 23,,,6.28,6.28,6425.60,6579819,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00255,[52101803]-belif-superknights-soothingmask-75ml-03.jpg,.jpg,,2023. 5. 23,,,0.60,0.60,612.85,627559,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00256,[52101803]-belif-superknights-soothingmask-75ml-04.jpg,.jpg,,2023. 5. 23,,,0.29,0.29,295.41,302496,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00257,[52101994]-belif-superknights-regeneratingmask-75ml-01.jpg,.jpg,,2023. 5. 23,,,0.46,0.46,474.59,485981,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00258,[52101997]-belif-superknights-claymask-75ml-01.jpg,.jpg,,2023. 5. 23,,,0.49,0.49,503.52,515607,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\슈퍼나이츠-superknights\,,,,,,,,,,,,,,,,,,,,,
DOC00259,[52101738]-belif-thetruecreamaquabomb-50ml-01 .jpg,.jpg,,2021. 8. 20,,,0.66,0.66,673.34,689503,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\정품-product\아쿠아밤-aquabomb\,,,,,,,,,,,,,,,,,,,,,
DOC00260,[52101995]-belif-superknights-regeneratingmask-5ml.jpg,.jpg,,2023. 1. 2,,,0.24,0.24,245.39,251282,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정디럭스-giveawaydeluxe\슈퍼나이츠-superknights\슈퍼나이츠리제너레이팅마스크-superknightsregeneratingmask\,,,,,,,,,,,,,,,,,,,,,
DOC00261,[52101808]-belif-superknights-vitaminmask-5ml.jpg,.jpg,,2022. 1. 5,,,0.79,0.79,807.25,826626,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정디럭스-giveawaydeluxe\슈퍼나이츠-superknights\슈퍼나이츠비타민마스크-superknightsvitaminmask\,,,,,,,,,,,,,,,,,,,,,
DOC00262,[52101809]-belif-superknights-soothingmask-5ml.jpg,.jpg,,2022. 1. 5,,,0.66,0.66,679.96,696277,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정디럭스-giveawaydeluxe\슈퍼나이츠-superknights\슈퍼나이츠수딩마스크-superknightssoothingmask\,,,,,,,,,,,,,,,,,,,,,
DOC00263,[52101998]-belif-superknights-claymask-5ml.jpg,.jpg,,2023. 1. 2,,,0.26,0.26,262.05,268343,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정디럭스-giveawaydeluxe\슈퍼나이츠-superknights\슈퍼나이츠클레이마스크-superknightsclaymask\,,,,,,,,,,,,,,,,,,,,,
DOC00264,[52101996]-belif-superknights-regeneratingmask-3ml.jpg,.jpg,,2023. 1. 5,,,0.27,0.27,273.02,279574,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정샤섀-giveawaysachet\슈퍼나이츠-superknights\슈퍼나이츠리제너레이팅마스크75-superknightsregeneratingmask\,,,,,,,,,,,,,,,,,,,,,
DOC00265,[52101810]-belif-superknights-vitaminmask-3ml.jpg,.jpg,,2022. 1. 12,,,0.99,0.99,1010.46,1034709,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정샤섀-giveawaysachet\슈퍼나이츠-superknights\슈퍼나이츠비타민마스크75-superknightsvitaminmask\,,,,,,,,,,,,,,,,,,,,,
DOC00266,[52101811]-belif-superknights-soothingmask-3ml.jpg,.jpg,,2022. 1. 12,,,0.94,0.94,964.89,988049,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정샤섀-giveawaysachet\슈퍼나이츠-superknights\슈퍼나이츠수딩마스크75-superknightssoothingmask\,,,,,,,,,,,,,,,,,,,,,
DOC00267,[52101999]belif-superknights-claymask-3ml.jpg,.jpg,,2023. 1. 5,,,0.29,0.29,292.43,299452,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\누끼컷 샘플링\증정-giveaway\증정샤섀-giveawaysachet\슈퍼나이츠-superknights\슈퍼나이츠클레이마스크 75-superknightsclaymask\,,,,,,,,,,,,,,,,,,,,,
DOC00268,0523_[빌리프] UV프로텍터 톤업 선스크린 50(라인E)_개입박스_1차.jpg,.jpg,보류,2023. 5. 22,,,0.74,0.74,753.26,771342,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00269,0523_[빌리프] UV프로텍터 톤업 선스크린 50(라인E)_내장스티커_1차.jpg,.jpg,보류,2023. 5. 22,,,0.71,0.71,724.25,741628,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00270,0523_[빌리프] UV프로텍터 톤업 선스크린 50ml(라인E)_세트컷_1차.jpg,.jpg,보류,2023. 5. 22,,,0.83,0.83,848.31,868665,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00271,0523_[빌리프] 뉴메로 10 에센스 200 기획(라인E)_내장스티커_1차.jpg,.jpg,보류,2023. 5. 22,,,0.86,0.86,875.60,896610,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00272,0523_[빌리프] 뉴메로 10 에센스 200 기획(라인E)_세트박스_1차.jpg,.jpg,보류,2023. 5. 22,,,1.23,1.23,1256.53,1286690,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00273,0523_[빌리프] 더 트루 크림 아쿠아 밤 30 기획세트(라인E)_ 내장스티커_1차.jpg,.jpg,보류,2023. 5. 22,,,0.79,0.79,804.19,823494,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00274,0523_[빌리프] 더 트루 크림 아쿠아 밤 30 기획세트(라인E)_세트박스_1차.jpg,.jpg,보류,2023. 5. 22,,,1.38,1.38,1416.95,1450957,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00275,0523_[빌리프] 더 트루 크림 아쿠아 밤 30ml 기획(라인E)_세트컷_1차.jpg,.jpg,보류,2023. 5. 22,,,0.81,0.81,828.48,848366,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00276,0523_[빌리프] 라인에디션_파우치(GWP)_정면_1차.jpg,.jpg,보류,2023. 5. 22,,,1.30,1.30,1331.91,1363873,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00277,0523_[빌리프] 라인에디션_파우치(GWP)_후면_1차.jpg,.jpg,보류,2023. 5. 22,,,1.28,1.28,1315.20,1346763,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00278,0523_[빌리프] 슈퍼 나이츠-멀티 비타민 마스크 75ml(라인E)_개입박스_1차.jpg,.jpg,보류,2023. 5. 22,,,0.77,0.77,784.46,803290,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00279,0523_[빌리프] 슈퍼 나이츠-멀티 비타민 마스크 75ml(라인E)_내장스티커_1차.jpg,.jpg,보류,2023. 5. 22,,,0.76,0.76,779.79,798504,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00280,0523_[빌리프] 슈퍼 나이츠-멀티 비타민 마스크 75ml(라인E)_세트컷_1차.jpg,.jpg,보류,2023. 5. 22,,,0.76,0.76,776.88,795521,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
DOC00281,0525_[빌리프] 뉴메로 10 에센스 200ml 기획(라인E)_세트컷_Q 출고데이터.jpg,.jpg,보류,2023. 5. 25,,,3.91,3.91,3999.43,4095413,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\라인프렌즈 에디션 Y23\,,,,,,,,,,,,,,,,,,,,,
